Data de Publicação,Contagem de postagens,Contagem de Perfis,Taxa de engajamento,Engajamento,Impressões,Visualizações,Rede,Tipo,Assunto
20 de mai. de 2025,38,22,"0,24%",56.388,0,964.462,Youtube,Orgânicas,Patrocinadores
15 de mai. de 2025,38,31,"2,64%",517.598,0,26.010.291,Youtube,Orgânicas,Patrocinadores
09 de fev. de 2025,38,15,"0,93%",145.177,0,5.346.207,Youtube,Orgânicas,Patrocinadores
12 de mai. de 2025,37,18,"0,12%",13.890,0,203.099,Youtube,Orgânicas,Patrocinadores
09 de mai. de 2025,37,20,"0,05%",51.272,0,1.537.499,Youtube,Orgânicas,Patrocinadores
23 de abr. de 2025,37,16,"0,22%",29.227,0,432.285,Youtube,Orgânicas,Patrocinadores
13 de mar. de 2025,37,23,"0,17%",46.337,0,1.006.332,Youtube,Orgânicas,Patrocinadores
05 de fev. de 2025,37,18,"0,22%",24.572,0,258.559,Youtube,Orgânicas,Patrocinadores
22 de mai. de 2025,36,18,"0,23%",23.089,0,421.192,Youtube,Orgânicas,Patrocinadores
24 de mar. de 2025,36,20,"0,23%",26.099,0,373.936,Youtube,Orgânicas,Patrocinadores
24 de jun. de 2025,35,22,"0,28%",16.619,0,199.851,Youtube,Orgânicas,Patrocinadores
20 de jun. de 2025,35,18,"0,21%",30.119,0,324.198,Youtube,Orgânicas,Patrocinadores
09 de jun. de 2025,35,19,"0,16%",56.867,0,1.169.317,Youtube,Orgânicas,Patrocinadores
08 de mai. de 2025,35,20,"0,17%",42.976,0,1.137.191,Youtube,Orgânicas,Patrocinadores
29 de mar. de 2025,35,18,"0,34%",78.322,0,1.379.017,Youtube,Orgânicas,Patrocinadores
27 de fev. de 2025,35,20,"0,49%",79.143,0,1.536.050,Youtube,Orgânicas,Patrocinadores
14 de fev. de 2025,35,18,"0,46%",102.808,0,2.017.930,Youtube,Orgânicas,Patrocinadores
13 de jun. de 2025,34,22,"0,12%",21.773,0,396.313,Youtube,Orgânicas,Patrocinadores
14 de mai. de 2025,34,17,"0,14%",20.213,0,291.777,Youtube,Orgânicas,Patrocinadores
02 de mai. de 2025,34,22,"0,11%",36.535,0,549.215,Youtube,Orgânicas,Patrocinadores
10 de mar. de 2025,34,21,"0,73%",104.466,0,1.130.614,Youtube,Orgânicas,Patrocinadores
01 de mar. de 2025,34,10,"1,05%",195.728,0,1.924.941,Youtube,Orgânicas,Patrocinadores
04 de fev. de 2025,34,15,"0,22%",29.127,0,361.636,Youtube,Orgânicas,Patrocinadores
31 de jan. de 2025,34,20,"0,13%",30.673,0,659.983,Youtube,Orgânicas,Patrocinadores
08 de jan. de 2025,34,21,"0,14%",12.495,0,203.656,Youtube,Orgânicas,Patrocinadores
10 de jun. de 2025,33,18,"1,17%",304.821,0,10.138.735,Youtube,Orgânicas,Patrocinadores
05 de mai. de 2025,33,20,"0,27%",38.123,0,579.280,Youtube,Orgânicas,Patrocinadores
30 de abr. de 2025,33,19,"0,21%",18.666,0,296.277,Youtube,Orgânicas,Patrocinadores
19 de abr. de 2025,33,12,"0,12%",30.142,0,866.898,Youtube,Orgânicas,Patrocinadores
17 de abr. de 2025,33,18,"0,27%",41.137,0,665.863,Youtube,Orgânicas,Patrocinadores
12 de abr. de 2025,33,18,"0,20%",18.461,0,360.413,Youtube,Orgânicas,Patrocinadores
30 de mar. de 2025,33,16,"0,44%",63.025,0,1.054.961,Youtube,Orgânicas,Patrocinadores
17 de fev. de 2025,33,19,"0,20%",62.020,0,1.004.801,Youtube,Orgânicas,Patrocinadores
06 de fev. de 2025,33,15,"0,25%",21.445,0,247.036,Youtube,Orgânicas,Patrocinadores
30 de jan. de 2025,33,18,"0,22%",27.090,0,411.257,Youtube,Orgânicas,Patrocinadores
06 de jun. de 2025,32,17,"0,23%",42.418,0,664.819,Youtube,Orgânicas,Patrocinadores
13 de mai. de 2025,32,14,"0,31%",37.548,0,1.259.368,Youtube,Orgânicas,Patrocinadores
15 de mar. de 2025,32,13,"0,29%",57.799,0,1.044.370,Youtube,Orgânicas,Patrocinadores
12 de fev. de 2025,32,13,"0,54%",87.835,0,1.345.099,Youtube,Orgânicas,Patrocinadores
15 de jan. de 2025,32,20,"0,49%",86.775,0,1.148.029,Youtube,Orgânicas,Patrocinadores
05 de jun. de 2025,31,14,"0,11%",22.846,0,365.810,Youtube,Orgânicas,Patrocinadores
23 de mar. de 2025,31,15,"0,34%",47.361,0,825.245,Youtube,Orgânicas,Patrocinadores
17 de mar. de 2025,31,18,"0,35%",55.616,0,723.159,Youtube,Orgânicas,Patrocinadores
06 de mar. de 2025,31,17,"0,18%",26.286,0,315.314,Youtube,Orgânicas,Patrocinadores
03 de mar. de 2025,31,18,"0,34%",52.073,0,584.459,Youtube,Orgânicas,Patrocinadores
18 de fev. de 2025,31,11,"0,25%",37.971,0,709.191,Youtube,Orgânicas,Patrocinadores
15 de fev. de 2025,31,14,"0,28%",60.001,0,987.520,Youtube,Orgânicas,Patrocinadores
23 de jun. de 2025,30,20,"0,40%",44.041,0,464.206,Youtube,Orgânicas,Patrocinadores
17 de jun. de 2025,30,17,"0,51%",81.237,0,820.720,Youtube,Orgânicas,Patrocinadores
04 de mai. de 2025,30,13,"0,30%",19.532,0,209.015,Youtube,Orgânicas,Patrocinadores
06 de abr. de 2025,30,12,"0,14%",35.885,0,879.107,Youtube,Orgânicas,Patrocinadores
19 de mai. de 2025,29,15,"0,19%",23.115,0,280.159,Youtube,Orgânicas,Patrocinadores
07 de mai. de 2025,29,18,"0,17%",22.214,0,240.231,Youtube,Orgânicas,Patrocinadores
14 de mar. de 2025,29,19,"0,42%",56.163,0,588.605,Youtube,Orgânicas,Patrocinadores
16 de fev. de 2025,29,17,"0,31%",43.855,0,539.191,Youtube,Orgânicas,Patrocinadores
08 de fev. de 2025,29,14,"0,64%",73.341,0,1.437.062,Youtube,Orgânicas,Patrocinadores
21 de jan. de 2025,29,21,"0,17%",23.794,0,390.777,Youtube,Orgânicas,Patrocinadores
02 de jan. de 2025,29,12,"0,23%",27.669,0,307.190,Youtube,Orgânicas,Patrocinadores
15 de jun. de 2025,28,13,"0,07%",11.344,0,147.634,Youtube,Orgânicas,Patrocinadores
06 de mai. de 2025,28,15,"0,15%",18.215,0,223.650,Youtube,Orgânicas,Patrocinadores
20 de abr. de 2025,28,15,"0,22%",10.486,0,354.851,Youtube,Orgânicas,Patrocinadores
24 de fev. de 2025,28,19,"0,22%",30.104,0,371.990,Youtube,Orgânicas,Patrocinadores
23 de jan. de 2025,28,21,"0,24%",33.770,0,613.335,Youtube,Orgânicas,Patrocinadores
20 de jan. de 2025,28,16,"0,15%",18.542,0,316.382,Youtube,Orgânicas,Patrocinadores
17 de jan. de 2025,27,16,"0,21%",37.083,0,1.391.471,Youtube,Orgânicas,Patrocinadores
06 de jan. de 2025,27,26,"1,21%",191.807,0,3.061.820,Youtube,Orgânicas,Patrocinadores
17 de mai. de 2025,26,15,"0,48%",16.455,0,343.304,Youtube,Orgânicas,Patrocinadores
27 de abr. de 2025,26,12,"0,18%",11.993,0,200.891,Youtube,Orgânicas,Patrocinadores
24 de jan. de 2025,26,17,"0,24%",34.479,0,680.036,Youtube,Orgânicas,Patrocinadores
25 de mai. de 2025,25,13,"0,16%",42.111,0,486.534,Youtube,Orgânicas,Patrocinadores
20 de fev. de 2025,25,20,"0,15%",52.889,0,1.240.267,Youtube,Orgânicas,Patrocinadores
07 de jun. de 2025,24,13,"0,24%",28.867,0,347.598,Youtube,Orgânicas,Patrocinadores
12 de mar. de 2025,24,12,"0,20%",23.077,0,292.247,Youtube,Orgânicas,Patrocinadores
11 de mar. de 2025,24,11,"0,26%",52.610,0,795.683,Youtube,Orgânicas,Patrocinadores
09 de mar. de 2025,24,14,"0,39%",48.125,0,562.725,Youtube,Orgânicas,Patrocinadores
23 de fev. de 2025,24,12,"0,28%",43.381,0,665.221,Youtube,Orgânicas,Patrocinadores
25 de jan. de 2025,24,13,"0,29%",15.239,0,192.995,Youtube,Orgânicas,Patrocinadores
08 de jun. de 2025,23,13,"0,28%",31.259,0,528.028,Youtube,Orgânicas,Patrocinadores
01 de jun. de 2025,23,12,"0,14%",7.818,0,119.954,Youtube,Orgânicas,Patrocinadores
16 de mar. de 2025,23,12,"0,28%",46.734,0,506.181,Youtube,Orgânicas,Patrocinadores
04 de mar. de 2025,23,18,"0,25%",61.574,0,723.335,Youtube,Orgânicas,Patrocinadores
25 de fev. de 2025,23,16,"0,11%",41.698,0,1.272.096,Youtube,Orgânicas,Patrocinadores
22 de jan. de 2025,23,22,"0,36%",92.482,0,955.819,Youtube,Orgânicas,Patrocinadores
19 de jun. de 2025,22,17,"0,05%",14.816,0,391.299,Youtube,Orgânicas,Patrocinadores
12 de jun. de 2025,22,16,"0,32%",18.115,0,176.125,Youtube,Orgânicas,Patrocinadores
05 de mar. de 2025,22,16,"0,16%",20.253,0,223.972,Youtube,Orgânicas,Patrocinadores
11 de fev. de 2025,22,17,"0,53%",68.702,0,1.275.079,Youtube,Orgânicas,Patrocinadores
27 de jan. de 2025,22,18,"0,35%",43.074,0,1.144.112,Youtube,Orgânicas,Patrocinadores
19 de jan. de 2025,22,11,"0,34%",46.903,0,753.255,Youtube,Orgânicas,Patrocinadores
16 de jan. de 2025,22,20,"0,42%",78.164,0,1.261.720,Youtube,Orgânicas,Patrocinadores
31 de mai. de 2025,21,9,"0,40%",105.100,0,1.356.644,Youtube,Orgânicas,Patrocinadores
16 de jun. de 2025,20,16,"0,17%",15.048,0,183.703,Youtube,Orgânicas,Patrocinadores
03 de jan. de 2025,20,13,"2,79%",392.243,0,4.970.827,Youtube,Orgânicas,Patrocinadores
18 de mai. de 2025,19,9,"0,24%",24.144,0,248.734,Youtube,Orgânicas,Patrocinadores
11 de mai. de 2025,19,8,"0,25%",7.057,0,141.459,Youtube,Orgânicas,Patrocinadores
01 de fev. de 2025,19,16,"0,08%",7.376,0,113.142,Youtube,Orgânicas,Patrocinadores
09 de jan. de 2025,19,16,"0,35%",34.328,0,1.620.377,Youtube,Orgânicas,Patrocinadores
21 de jun. de 2025,18,15,"0,13%",31.227,0,701.193,Youtube,Orgânicas,Patrocinadores
14 de jun. de 2025,18,15,"0,35%",13.924,0,147.890,Youtube,Orgânicas,Patrocinadores
22 de fev. de 2025,18,16,"0,30%",34.182,0,478.349,Youtube,Orgânicas,Patrocinadores
29 de jan. de 2025,18,16,"0,33%",32.088,0,764.279,Youtube,Orgânicas,Patrocinadores
18 de jan. de 2025,18,13,"0,09%",22.473,0,446.682,Youtube,Orgânicas,Patrocinadores
22 de jun. de 2025,17,8,"0,12%",3.740,0,48.650,Youtube,Orgânicas,Patrocinadores
02 de fev. de 2025,17,13,"0,11%",20.505,0,411.397,Youtube,Orgânicas,Patrocinadores
10 de mai. de 2025,16,14,"0,14%",5.902,0,184.372,Youtube,Orgânicas,Patrocinadores
08 de mar. de 2025,16,14,"0,20%",14.358,0,180.264,Youtube,Orgânicas,Patrocinadores
26 de jan. de 2025,16,10,"0,28%",11.048,0,125.078,Youtube,Orgânicas,Patrocinadores
02 de mar. de 2025,15,9,"0,30%",6.844,0,97.917,Youtube,Orgânicas,Patrocinadores
28 de jan. de 2025,15,12,"0,51%",22.123,0,190.886,Youtube,Orgânicas,Patrocinadores
13 de jan. de 2025,15,14,"0,25%",9.618,0,125.319,Youtube,Orgânicas,Patrocinadores
05 de jan. de 2025,15,12,"0,23%",8.893,0,260.518,Youtube,Orgânicas,Patrocinadores
24 de mai. de 2025,14,10,"0,46%",10.087,0,92.407,Youtube,Orgânicas,Patrocinadores
10 de jan. de 2025,14,14,"0,62%",25.197,0,208.087,Youtube,Orgânicas,Patrocinadores
07 de jan. de 2025,13,13,"0,25%",16.939,0,698.643,Youtube,Orgânicas,Patrocinadores
5 dias ago,12,12,"0,13%",9.169,0,121.554,Youtube,Orgânicas,Patrocinadores
12 de jan. de 2025,11,11,"1,99%",109.733,0,1.893.000,Youtube,Orgânicas,Patrocinadores
01 de jan. de 2025,9,9,"1,44%",107.580,0,1.982.517,Youtube,Orgânicas,Patrocinadores
4 dias ago,7,6,"0,06%",2.657,0,33.773,Youtube,Orgânicas,Patrocinadores
11 de jan. de 2025,7,6,"0,14%",5.878,0,69.203,Youtube,Orgânicas,Patrocinadores
04 de jan. de 2025,5,5,"0,66%",43.312,0,711.534,Youtube,Orgânicas,Patrocinadores
3 dias ago,3,3,"0,11%",672,0,6.526,Youtube,Orgânicas,Patrocinadores
21 de mar. de 2025,18,11,-,-,0,505.421,Twitch,Orgânicas,Patrocinadores
04 de fev. de 2025,18,11,-,-,0,183.116,Twitch,Orgânicas,Patrocinadores
27 de jan. de 2025,16,10,-,-,0,223.148,Twitch,Orgânicas,Patrocinadores
15 de jan. de 2025,15,11,-,-,0,162.445,Twitch,Orgânicas,Patrocinadores
11 de fev. de 2025,14,9,-,-,0,179.767,Twitch,Orgânicas,Patrocinadores
29 de jan. de 2025,14,10,-,-,0,141.114,Twitch,Orgânicas,Patrocinadores
27 de mar. de 2025,13,10,-,-,0,230.022,Twitch,Orgânicas,Patrocinadores
05 de fev. de 2025,13,9,-,-,0,209.199,Twitch,Orgânicas,Patrocinadores
28 de abr. de 2025,12,9,-,-,0,637.738,Twitch,Orgânicas,Patrocinadores
01 de abr. de 2025,12,8,-,-,0,296.759,Twitch,Orgânicas,Patrocinadores
25 de fev. de 2025,12,9,-,-,0,216.238,Twitch,Orgânicas,Patrocinadores
23 de jan. de 2025,12,10,-,-,0,200.196,Twitch,Orgânicas,Patrocinadores
22 de jan. de 2025,12,7,-,-,0,228.734,Twitch,Orgânicas,Patrocinadores
31 de mar. de 2025,11,10,-,-,0,801.301,Twitch,Orgânicas,Patrocinadores
26 de mar. de 2025,11,8,-,-,0,182.999,Twitch,Orgânicas,Patrocinadores
19 de mar. de 2025,11,10,-,-,0,227.449,Twitch,Orgânicas,Patrocinadores
14 de fev. de 2025,11,8,-,-,0,218.594,Twitch,Orgânicas,Patrocinadores
12 de fev. de 2025,11,8,-,-,0,175.848,Twitch,Orgânicas,Patrocinadores
28 de jan. de 2025,11,9,-,-,0,178.952,Twitch,Orgânicas,Patrocinadores
24 de jan. de 2025,11,9,-,-,0,231.191,Twitch,Orgânicas,Patrocinadores
13 de jan. de 2025,11,11,-,-,0,167.929,Twitch,Orgânicas,Patrocinadores
08 de jan. de 2025,11,7,-,-,0,108.057,Twitch,Orgânicas,Patrocinadores
03 de jan. de 2025,11,8,-,-,0,105.283,Twitch,Orgânicas,Patrocinadores
11 de abr. de 2025,10,6,-,-,0,368.802,Twitch,Orgânicas,Patrocinadores
02 de abr. de 2025,10,8,-,-,0,255.077,Twitch,Orgânicas,Patrocinadores
19 de fev. de 2025,10,9,-,-,0,112.947,Twitch,Orgânicas,Patrocinadores
18 de fev. de 2025,10,9,-,-,0,161.925,Twitch,Orgânicas,Patrocinadores
03 de fev. de 2025,10,9,-,-,0,116.406,Twitch,Orgânicas,Patrocinadores
31 de jan. de 2025,10,10,-,-,0,222.610,Twitch,Orgânicas,Patrocinadores
30 de jan. de 2025,10,8,-,-,0,152.093,Twitch,Orgânicas,Patrocinadores
21 de jan. de 2025,10,9,-,-,0,210.342,Twitch,Orgânicas,Patrocinadores
17 de jan. de 2025,10,8,-,-,0,68.554,Twitch,Orgânicas,Patrocinadores
09 de mai. de 2025,9,5,-,-,0,368.189,Twitch,Orgânicas,Patrocinadores
06 de mai. de 2025,9,7,-,-,0,282.873,Twitch,Orgânicas,Patrocinadores
05 de mai. de 2025,9,9,-,-,0,529.457,Twitch,Orgânicas,Patrocinadores
29 de abr. de 2025,9,8,-,-,0,388.650,Twitch,Orgânicas,Patrocinadores
24 de abr. de 2025,9,7,-,-,0,223.027,Twitch,Orgânicas,Patrocinadores
22 de abr. de 2025,9,8,-,-,0,217.753,Twitch,Orgânicas,Patrocinadores
21 de abr. de 2025,9,8,-,-,0,457.545,Twitch,Orgânicas,Patrocinadores
15 de abr. de 2025,9,8,-,-,0,314.353,Twitch,Orgânicas,Patrocinadores
14 de abr. de 2025,9,9,-,-,0,596.678,Twitch,Orgânicas,Patrocinadores
08 de abr. de 2025,9,7,-,-,0,223.961,Twitch,Orgânicas,Patrocinadores
23 de mar. de 2025,9,5,-,-,0,68.375,Twitch,Orgânicas,Patrocinadores
20 de mar. de 2025,9,9,-,-,0,247.871,Twitch,Orgânicas,Patrocinadores
27 de fev. de 2025,9,8,-,-,0,186.668,Twitch,Orgânicas,Patrocinadores
26 de fev. de 2025,9,9,-,-,0,255.581,Twitch,Orgânicas,Patrocinadores
13 de fev. de 2025,9,8,-,-,0,137.347,Twitch,Orgânicas,Patrocinadores
07 de fev. de 2025,9,8,-,-,0,155.771,Twitch,Orgânicas,Patrocinadores
19 de jan. de 2025,9,6,-,-,0,85.523,Twitch,Orgânicas,Patrocinadores
14 de jan. de 2025,9,8,-,-,0,131.260,Twitch,Orgânicas,Patrocinadores
12 de jan. de 2025,9,7,-,-,0,140.015,Twitch,Orgânicas,Patrocinadores
10 de jan. de 2025,9,7,-,-,0,181.578,Twitch,Orgânicas,Patrocinadores
09 de jan. de 2025,9,8,-,-,0,129.542,Twitch,Orgânicas,Patrocinadores
07 de mai. de 2025,8,7,-,-,0,227.500,Twitch,Orgânicas,Patrocinadores
16 de abr. de 2025,8,7,-,-,0,195.536,Twitch,Orgânicas,Patrocinadores
10 de abr. de 2025,8,6,-,-,0,280.901,Twitch,Orgânicas,Patrocinadores
28 de mar. de 2025,8,7,-,-,0,313.716,Twitch,Orgânicas,Patrocinadores
24 de mar. de 2025,8,6,-,-,0,121.953,Twitch,Orgânicas,Patrocinadores
18 de mar. de 2025,8,8,-,-,0,257.607,Twitch,Orgânicas,Patrocinadores
13 de mar. de 2025,8,7,-,-,0,244.614,Twitch,Orgânicas,Patrocinadores
01 de mar. de 2025,8,5,-,-,0,73.908,Twitch,Orgânicas,Patrocinadores
24 de fev. de 2025,8,8,-,-,0,130.963,Twitch,Orgânicas,Patrocinadores
20 de fev. de 2025,8,8,-,-,0,210.201,Twitch,Orgânicas,Patrocinadores
10 de fev. de 2025,8,7,-,-,0,177.031,Twitch,Orgânicas,Patrocinadores
09 de fev. de 2025,8,6,-,-,0,53.527,Twitch,Orgânicas,Patrocinadores
06 de fev. de 2025,8,8,-,-,0,89.707,Twitch,Orgânicas,Patrocinadores
02 de fev. de 2025,8,6,-,-,0,126.724,Twitch,Orgânicas,Patrocinadores
20 de jan. de 2025,8,8,-,-,0,111.621,Twitch,Orgânicas,Patrocinadores
05 de jan. de 2025,8,7,-,-,0,154.461,Twitch,Orgânicas,Patrocinadores
04 de jan. de 2025,8,6,-,-,0,100.552,Twitch,Orgânicas,Patrocinadores
14 de mai. de 2025,7,6,-,-,0,245.083,Twitch,Orgânicas,Patrocinadores
03 de mai. de 2025,7,4,-,-,0,344.683,Twitch,Orgânicas,Patrocinadores
01 de mai. de 2025,7,6,-,-,0,351.746,Twitch,Orgânicas,Patrocinadores
25 de abr. de 2025,7,7,-,-,0,295.705,Twitch,Orgânicas,Patrocinadores
18 de abr. de 2025,7,5,-,-,0,424.395,Twitch,Orgânicas,Patrocinadores
07 de abr. de 2025,7,6,-,-,0,571.116,Twitch,Orgânicas,Patrocinadores
03 de abr. de 2025,7,5,-,-,0,52.959,Twitch,Orgânicas,Patrocinadores
22 de mar. de 2025,7,5,-,-,0,338.383,Twitch,Orgânicas,Patrocinadores
17 de mar. de 2025,7,7,-,-,0,237.776,Twitch,Orgânicas,Patrocinadores
12 de mar. de 2025,7,5,-,-,0,215.180,Twitch,Orgânicas,Patrocinadores
11 de mar. de 2025,7,5,-,-,0,166.761,Twitch,Orgânicas,Patrocinadores
23 de fev. de 2025,7,5,-,-,0,59.119,Twitch,Orgânicas,Patrocinadores
17 de fev. de 2025,7,7,-,-,0,118.404,Twitch,Orgânicas,Patrocinadores
26 de jan. de 2025,7,5,-,-,0,193.418,Twitch,Orgânicas,Patrocinadores
16 de jan. de 2025,7,7,-,-,0,158.129,Twitch,Orgânicas,Patrocinadores
07 de jan. de 2025,7,7,-,-,0,90.903,Twitch,Orgânicas,Patrocinadores
06 de jan. de 2025,7,5,-,-,0,72.885,Twitch,Orgânicas,Patrocinadores
02 de jan. de 2025,7,6,-,-,0,108.916,Twitch,Orgânicas,Patrocinadores
27 de mai. de 2025,6,5,-,-,0,195.188,Twitch,Orgânicas,Patrocinadores
12 de mai. de 2025,6,4,-,-,0,251.543,Twitch,Orgânicas,Patrocinadores
04 de mai. de 2025,6,3,-,-,0,151.384,Twitch,Orgânicas,Patrocinadores
23 de abr. de 2025,6,6,-,-,0,258.249,Twitch,Orgânicas,Patrocinadores
17 de abr. de 2025,6,5,-,-,0,112.990,Twitch,Orgânicas,Patrocinadores
29 de mar. de 2025,6,5,-,-,0,330.985,Twitch,Orgânicas,Patrocinadores
25 de mar. de 2025,6,6,-,-,0,104.760,Twitch,Orgânicas,Patrocinadores
14 de mar. de 2025,6,6,-,-,0,115.346,Twitch,Orgânicas,Patrocinadores
08 de mar. de 2025,6,3,-,-,0,33.871,Twitch,Orgânicas,Patrocinadores
07 de mar. de 2025,6,5,-,-,0,196.079,Twitch,Orgânicas,Patrocinadores
06 de mar. de 2025,6,6,-,-,0,223.478,Twitch,Orgânicas,Patrocinadores
05 de mar. de 2025,6,5,-,-,0,318.925,Twitch,Orgânicas,Patrocinadores
03 de mar. de 2025,6,5,-,-,0,265.346,Twitch,Orgânicas,Patrocinadores
02 de mar. de 2025,6,5,-,-,0,202.457,Twitch,Orgânicas,Patrocinadores
28 de fev. de 2025,6,5,-,-,0,128.601,Twitch,Orgânicas,Patrocinadores
22 de fev. de 2025,6,5,-,-,0,94.799,Twitch,Orgânicas,Patrocinadores
21 de fev. de 2025,6,6,-,-,0,116.019,Twitch,Orgânicas,Patrocinadores
08 de fev. de 2025,6,5,-,-,0,189.076,Twitch,Orgânicas,Patrocinadores
18 de jan. de 2025,6,4,-,-,0,194.666,Twitch,Orgânicas,Patrocinadores
5 dias ago,5,3,-,-,0,56.847,Twitch,Orgânicas,Patrocinadores
25 de mai. de 2025,5,5,-,-,0,150.610,Twitch,Orgânicas,Patrocinadores
23 de mai. de 2025,5,5,-,-,0,242.153,Twitch,Orgânicas,Patrocinadores
21 de mai. de 2025,5,4,-,-,0,102.386,Twitch,Orgânicas,Patrocinadores
20 de mai. de 2025,5,4,-,-,0,106.694,Twitch,Orgânicas,Patrocinadores
16 de mai. de 2025,5,5,-,-,0,168.748,Twitch,Orgânicas,Patrocinadores
08 de mai. de 2025,5,5,-,-,0,113.596,Twitch,Orgânicas,Patrocinadores
30 de abr. de 2025,5,5,-,-,0,93.862,Twitch,Orgânicas,Patrocinadores
27 de abr. de 2025,5,5,-,-,0,239.201,Twitch,Orgânicas,Patrocinadores
26 de abr. de 2025,5,5,-,-,0,636.251,Twitch,Orgânicas,Patrocinadores
19 de abr. de 2025,5,3,-,-,0,157.483,Twitch,Orgânicas,Patrocinadores
06 de abr. de 2025,5,4,-,-,0,665.021,Twitch,Orgânicas,Patrocinadores
04 de abr. de 2025,5,5,-,-,0,420.689,Twitch,Orgânicas,Patrocinadores
15 de mar. de 2025,5,3,-,-,0,28.335,Twitch,Orgânicas,Patrocinadores
04 de mar. de 2025,5,5,-,-,0,239.741,Twitch,Orgânicas,Patrocinadores
16 de fev. de 2025,5,4,-,-,0,100.443,Twitch,Orgânicas,Patrocinadores
15 de fev. de 2025,5,5,-,-,0,103.570,Twitch,Orgânicas,Patrocinadores
25 de jan. de 2025,5,4,-,-,0,45.897,Twitch,Orgânicas,Patrocinadores
11 de jan. de 2025,5,4,-,-,0,133.872,Twitch,Orgânicas,Patrocinadores
17 de jun. de 2025,4,2,-,-,0,524,Twitch,Orgânicas,Patrocinadores
10 de jun. de 2025,4,3,-,-,0,345.988,Twitch,Orgânicas,Patrocinadores
01 de jun. de 2025,4,2,-,-,0,518.614,Twitch,Orgânicas,Patrocinadores
22 de mai. de 2025,4,4,-,-,0,129.669,Twitch,Orgânicas,Patrocinadores
15 de mai. de 2025,4,4,-,-,0,197.701,Twitch,Orgânicas,Patrocinadores
11 de mai. de 2025,4,3,-,-,0,231.857,Twitch,Orgânicas,Patrocinadores
02 de mai. de 2025,4,4,-,-,0,105.277,Twitch,Orgânicas,Patrocinadores
20 de abr. de 2025,4,4,-,-,0,512.047,Twitch,Orgânicas,Patrocinadores
13 de abr. de 2025,4,4,-,-,0,226.894,Twitch,Orgânicas,Patrocinadores
12 de abr. de 2025,4,4,-,-,0,363.571,Twitch,Orgânicas,Patrocinadores
09 de abr. de 2025,4,4,-,-,0,54.332,Twitch,Orgânicas,Patrocinadores
05 de abr. de 2025,4,3,-,-,0,321.851,Twitch,Orgânicas,Patrocinadores
09 de mar. de 2025,4,4,-,-,0,70.355,Twitch,Orgânicas,Patrocinadores
14 de jun. de 2025,3,2,-,-,0,169.979,Twitch,Orgânicas,Patrocinadores
28 de mai. de 2025,3,3,-,-,0,170.911,Twitch,Orgânicas,Patrocinadores
26 de mai. de 2025,3,3,-,-,0,56.762,Twitch,Orgânicas,Patrocinadores
19 de mai. de 2025,3,3,-,-,0,129.031,Twitch,Orgânicas,Patrocinadores
18 de mai. de 2025,3,3,-,-,0,513.047,Twitch,Orgânicas,Patrocinadores
13 de mai. de 2025,3,3,-,-,0,130.760,Twitch,Orgânicas,Patrocinadores
10 de mai. de 2025,3,3,-,-,0,85.478,Twitch,Orgânicas,Patrocinadores
30 de mar. de 2025,3,3,-,-,0,70.956,Twitch,Orgânicas,Patrocinadores
16 de mar. de 2025,3,2,-,-,0,70.770,Twitch,Orgânicas,Patrocinadores
10 de mar. de 2025,3,3,-,-,0,196.420,Twitch,Orgânicas,Patrocinadores
01 de fev. de 2025,3,2,-,-,0,28.585,Twitch,Orgânicas,Patrocinadores
01 de jan. de 2025,3,3,-,-,0,26.038,Twitch,Orgânicas,Patrocinadores
26 de jun. de 2025,2,1,-,-,0,95.751,Twitch,Orgânicas,Patrocinadores
25 de jun. de 2025,2,2,-,-,0,127.421,Twitch,Orgânicas,Patrocinadores
20 de jun. de 2025,2,1,-,-,0,0,Twitch,Orgânicas,Patrocinadores
13 de jun. de 2025,2,2,-,-,0,362.574,Twitch,Orgânicas,Patrocinadores
12 de jun. de 2025,2,2,-,-,0,176.738,Twitch,Orgânicas,Patrocinadores
11 de jun. de 2025,2,2,-,-,0,125.052,Twitch,Orgânicas,Patrocinadores
09 de jun. de 2025,2,1,-,-,0,180.896,Twitch,Orgânicas,Patrocinadores
02 de jun. de 2025,2,2,-,-,0,112.866,Twitch,Orgânicas,Patrocinadores
31 de mai. de 2025,2,2,-,-,0,72.122,Twitch,Orgânicas,Patrocinadores
29 de mai. de 2025,2,2,-,-,0,81.343,Twitch,Orgânicas,Patrocinadores
6 dias ago,1,1,-,-,0,77.221,Twitch,Orgânicas,Patrocinadores
24 de jun. de 2025,1,1,-,-,0,94.064,Twitch,Orgânicas,Patrocinadores
18 de jun. de 2025,1,1,-,-,0,145,Twitch,Orgânicas,Patrocinadores
16 de jun. de 2025,1,1,-,-,0,118.379,Twitch,Orgânicas,Patrocinadores
08 de jun. de 2025,1,1,-,-,0,0,Twitch,Orgânicas,Patrocinadores
07 de jun. de 2025,1,1,-,-,0,87.744,Twitch,Orgânicas,Patrocinadores
06 de jun. de 2025,1,1,-,-,0,245.315,Twitch,Orgânicas,Patrocinadores
05 de jun. de 2025,1,1,-,-,0,188.568,Twitch,Orgânicas,Patrocinadores
04 de jun. de 2025,1,1,-,-,0,198.488,Twitch,Orgânicas,Patrocinadores
